slice_path,label,label_idx,feat2d_path,feat1d_path,n_mels,frames,sr,win_ms,hop_ms,split
data/processed/slices/norm_1-100210-B-36_1000ms_2000ms.wav,other,6,data/features/logmel_2d/norm_1-100210-B-36_1000ms_2000ms_mel64_f100.npy,data/features/agg_1d/norm_1-100210-B-36_1000ms_2000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-100210-B-36_1500ms_2500ms.wav,other,6,data/features/logmel_2d/norm_1-100210-B-36_1500ms_2500ms_mel64_f100.npy,data/features/agg_1d/norm_1-100210-B-36_1500ms_2500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-100210-B-36_2000ms_3000ms.wav,other,6,data/features/logmel_2d/norm_1-100210-B-36_2000ms_3000ms_mel64_f100.npy,data/features/agg_1d/norm_1-100210-B-36_2000ms_3000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-100210-B-36_2500ms_3500ms.wav,other,6,data/features/logmel_2d/norm_1-100210-B-36_2500ms_3500ms_mel64_f100.npy,data/features/agg_1d/norm_1-100210-B-36_2500ms_3500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-100210-B-36_3000ms_4000ms.wav,other,6,data/features/logmel_2d/norm_1-100210-B-36_3000ms_4000ms_mel64_f100.npy,data/features/agg_1d/norm_1-100210-B-36_3000ms_4000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-100210-B-36_3500ms_4500ms.wav,other,6,data/features/logmel_2d/norm_1-100210-B-36_3500ms_4500ms_mel64_f100.npy,data/features/agg_1d/norm_1-100210-B-36_3500ms_4500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-100210-B-36_4000ms_5000ms.wav,other,6,data/features/logmel_2d/norm_1-100210-B-36_4000ms_5000ms_mel64_f100.npy,data/features/agg_1d/norm_1-100210-B-36_4000ms_5000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-A-19_0ms_1000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-A-19_0ms_1000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-A-19_0ms_1000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-A-19_500ms_1500ms.wav,other,6,data/features/logmel_2d/norm_1-101296-A-19_500ms_1500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-A-19_500ms_1500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-A-19_1000ms_2000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-A-19_1000ms_2000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-A-19_1000ms_2000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-A-19_1500ms_2500ms.wav,other,6,data/features/logmel_2d/norm_1-101296-A-19_1500ms_2500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-A-19_1500ms_2500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-A-19_2000ms_3000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-A-19_2000ms_3000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-A-19_2000ms_3000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-A-19_2500ms_3500ms.wav,other,6,data/features/logmel_2d/norm_1-101296-A-19_2500ms_3500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-A-19_2500ms_3500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-A-19_3000ms_4000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-A-19_3000ms_4000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-A-19_3000ms_4000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-A-19_3500ms_4500ms.wav,other,6,data/features/logmel_2d/norm_1-101296-A-19_3500ms_4500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-A-19_3500ms_4500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-A-19_4000ms_5000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-A-19_4000ms_5000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-A-19_4000ms_5000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-B-19_0ms_1000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-B-19_0ms_1000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-B-19_0ms_1000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-B-19_500ms_1500ms.wav,other,6,data/features/logmel_2d/norm_1-101296-B-19_500ms_1500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-B-19_500ms_1500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-B-19_1000ms_2000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-B-19_1000ms_2000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-B-19_1000ms_2000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-B-19_1500ms_2500ms.wav,other,6,data/features/logmel_2d/norm_1-101296-B-19_1500ms_2500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-B-19_1500ms_2500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-B-19_2000ms_3000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-B-19_2000ms_3000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-B-19_2000ms_3000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-B-19_2500ms_3500ms.wav,other,6,data/features/logmel_2d/norm_1-101296-B-19_2500ms_3500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-B-19_2500ms_3500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-B-19_3000ms_4000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-B-19_3000ms_4000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-B-19_3000ms_4000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-B-19_3500ms_4500ms.wav,other,6,data/features/logmel_2d/norm_1-101296-B-19_3500ms_4500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-B-19_3500ms_4500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101296-B-19_4000ms_5000ms.wav,other,6,data/features/logmel_2d/norm_1-101296-B-19_4000ms_5000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101296-B-19_4000ms_5000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101336-A-30_0ms_1000ms.wav,other,6,data/features/logmel_2d/norm_1-101336-A-30_0ms_1000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101336-A-30_0ms_1000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101336-A-30_500ms_1500ms.wav,other,6,data/features/logmel_2d/norm_1-101336-A-30_500ms_1500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101336-A-30_500ms_1500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101336-A-30_1000ms_2000ms.wav,other,6,data/features/logmel_2d/norm_1-101336-A-30_1000ms_2000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101336-A-30_1000ms_2000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101336-A-30_1500ms_2500ms.wav,other,6,data/features/logmel_2d/norm_1-101336-A-30_1500ms_2500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101336-A-30_1500ms_2500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101336-A-30_2000ms_3000ms.wav,other,6,data/features/logmel_2d/norm_1-101336-A-30_2000ms_3000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101336-A-30_2000ms_3000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101336-A-30_2500ms_3500ms.wav,other,6,data/features/logmel_2d/norm_1-101336-A-30_2500ms_3500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101336-A-30_2500ms_3500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101336-A-30_3000ms_4000ms.wav,other,6,data/features/logmel_2d/norm_1-101336-A-30_3000ms_4000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101336-A-30_3000ms_4000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101336-A-30_3500ms_4500ms.wav,other,6,data/features/logmel_2d/norm_1-101336-A-30_3500ms_4500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101336-A-30_3500ms_4500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101336-A-30_4000ms_5000ms.wav,other,6,data/features/logmel_2d/norm_1-101336-A-30_4000ms_5000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101336-A-30_4000ms_5000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101404-A-34_0ms_1000ms.wav,other,6,data/features/logmel_2d/norm_1-101404-A-34_0ms_1000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101404-A-34_0ms_1000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101404-A-34_500ms_1500ms.wav,other,6,data/features/logmel_2d/norm_1-101404-A-34_500ms_1500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101404-A-34_500ms_1500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101404-A-34_1000ms_2000ms.wav,other,6,data/features/logmel_2d/norm_1-101404-A-34_1000ms_2000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101404-A-34_1000ms_2000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101404-A-34_1500ms_2500ms.wav,other,6,data/features/logmel_2d/norm_1-101404-A-34_1500ms_2500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101404-A-34_1500ms_2500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101404-A-34_2000ms_3000ms.wav,other,6,data/features/logmel_2d/norm_1-101404-A-34_2000ms_3000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101404-A-34_2000ms_3000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101404-A-34_2500ms_3500ms.wav,other,6,data/features/logmel_2d/norm_1-101404-A-34_2500ms_3500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101404-A-34_2500ms_3500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101404-A-34_3000ms_4000ms.wav,other,6,data/features/logmel_2d/norm_1-101404-A-34_3000ms_4000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101404-A-34_3000ms_4000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101404-A-34_3500ms_4500ms.wav,other,6,data/features/logmel_2d/norm_1-101404-A-34_3500ms_4500ms_mel64_f100.npy,data/features/agg_1d/norm_1-101404-A-34_3500ms_4500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-101404-A-34_4000ms_5000ms.wav,other,6,data/features/logmel_2d/norm_1-101404-A-34_4000ms_5000ms_mel64_f100.npy,data/features/agg_1d/norm_1-101404-A-34_4000ms_5000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103298-A-9_0ms_1000ms.wav,other,6,data/features/logmel_2d/norm_1-103298-A-9_0ms_1000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103298-A-9_0ms_1000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103298-A-9_500ms_1500ms.wav,other,6,data/features/logmel_2d/norm_1-103298-A-9_500ms_1500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103298-A-9_500ms_1500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103298-A-9_1000ms_2000ms.wav,other,6,data/features/logmel_2d/norm_1-103298-A-9_1000ms_2000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103298-A-9_1000ms_2000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103298-A-9_1500ms_2500ms.wav,other,6,data/features/logmel_2d/norm_1-103298-A-9_1500ms_2500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103298-A-9_1500ms_2500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103298-A-9_2000ms_3000ms.wav,other,6,data/features/logmel_2d/norm_1-103298-A-9_2000ms_3000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103298-A-9_2000ms_3000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103298-A-9_2500ms_3500ms.wav,other,6,data/features/logmel_2d/norm_1-103298-A-9_2500ms_3500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103298-A-9_2500ms_3500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103298-A-9_3000ms_4000ms.wav,other,6,data/features/logmel_2d/norm_1-103298-A-9_3000ms_4000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103298-A-9_3000ms_4000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103298-A-9_3500ms_4500ms.wav,other,6,data/features/logmel_2d/norm_1-103298-A-9_3500ms_4500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103298-A-9_3500ms_4500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103298-A-9_4000ms_5000ms.wav,other,6,data/features/logmel_2d/norm_1-103298-A-9_4000ms_5000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103298-A-9_4000ms_5000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103995-A-30_0ms_1000ms.wav,other,6,data/features/logmel_2d/norm_1-103995-A-30_0ms_1000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103995-A-30_0ms_1000ms_agg.npy,64,100,16000,25.0,10.0,test
data/processed/slices/norm_1-103995-A-30_500ms_1500ms.wav,other,6,data/features/logmel_2d/norm_1-103995-A-30_500ms_1500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103995-A-30_500ms_1500ms_agg.npy,64,100,16000,25.0,10.0,test
data/processed/slices/norm_1-103995-A-30_1000ms_2000ms.wav,other,6,data/features/logmel_2d/norm_1-103995-A-30_1000ms_2000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103995-A-30_1000ms_2000ms_agg.npy,64,100,16000,25.0,10.0,test
data/processed/slices/norm_1-103995-A-30_1500ms_2500ms.wav,other,6,data/features/logmel_2d/norm_1-103995-A-30_1500ms_2500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103995-A-30_1500ms_2500ms_agg.npy,64,100,16000,25.0,10.0,test
data/processed/slices/norm_1-103995-A-30_2000ms_3000ms.wav,other,6,data/features/logmel_2d/norm_1-103995-A-30_2000ms_3000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103995-A-30_2000ms_3000ms_agg.npy,64,100,16000,25.0,10.0,test
data/processed/slices/norm_1-103995-A-30_2500ms_3500ms.wav,other,6,data/features/logmel_2d/norm_1-103995-A-30_2500ms_3500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103995-A-30_2500ms_3500ms_agg.npy,64,100,16000,25.0,10.0,test
data/processed/slices/norm_1-103995-A-30_3000ms_4000ms.wav,other,6,data/features/logmel_2d/norm_1-103995-A-30_3000ms_4000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103995-A-30_3000ms_4000ms_agg.npy,64,100,16000,25.0,10.0,test
data/processed/slices/norm_1-103995-A-30_3500ms_4500ms.wav,other,6,data/features/logmel_2d/norm_1-103995-A-30_3500ms_4500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103995-A-30_3500ms_4500ms_agg.npy,64,100,16000,25.0,10.0,test
data/processed/slices/norm_1-103995-A-30_4000ms_5000ms.wav,other,6,data/features/logmel_2d/norm_1-103995-A-30_4000ms_5000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103995-A-30_4000ms_5000ms_agg.npy,64,100,16000,25.0,10.0,test
data/processed/slices/norm_1-103999-A-30_0ms_1000ms.wav,other,6,data/features/logmel_2d/norm_1-103999-A-30_0ms_1000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103999-A-30_0ms_1000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103999-A-30_500ms_1500ms.wav,other,6,data/features/logmel_2d/norm_1-103999-A-30_500ms_1500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103999-A-30_500ms_1500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103999-A-30_1000ms_2000ms.wav,other,6,data/features/logmel_2d/norm_1-103999-A-30_1000ms_2000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103999-A-30_1000ms_2000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103999-A-30_1500ms_2500ms.wav,other,6,data/features/logmel_2d/norm_1-103999-A-30_1500ms_2500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103999-A-30_1500ms_2500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103999-A-30_2000ms_3000ms.wav,other,6,data/features/logmel_2d/norm_1-103999-A-30_2000ms_3000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103999-A-30_2000ms_3000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103999-A-30_2500ms_3500ms.wav,other,6,data/features/logmel_2d/norm_1-103999-A-30_2500ms_3500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103999-A-30_2500ms_3500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103999-A-30_3000ms_4000ms.wav,other,6,data/features/logmel_2d/norm_1-103999-A-30_3000ms_4000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103999-A-30_3000ms_4000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103999-A-30_3500ms_4500ms.wav,other,6,data/features/logmel_2d/norm_1-103999-A-30_3500ms_4500ms_mel64_f100.npy,data/features/agg_1d/norm_1-103999-A-30_3500ms_4500ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-103999-A-30_4000ms_5000ms.wav,other,6,data/features/logmel_2d/norm_1-103999-A-30_4000ms_5000ms_mel64_f100.npy,data/features/agg_1d/norm_1-103999-A-30_4000ms_5000ms_agg.npy,64,100,16000,25.0,10.0,train
data/processed/slices/norm_1-104089-A-22_0ms_1000ms.wav,other,6,data/features/logmel_2d/norm_1-104089-A-22_0ms_1000ms_mel64_f100.npy,data/features/agg_1d/norm_1-104089-A-22_0ms_1000ms_agg.npy,64,100,16000,25.0,10.0,val
data/processed/slices/norm_1-104089-A-22_500ms_1500ms.wav,other,6,data/features/logmel_2d/norm_1-104089-A-22_500ms_1500ms_mel64_f100.npy,data/features/agg_1d/norm_1-104089-A-22_500ms_1500ms_agg.npy,64,100,16000,25.0,10.0,val
data/processed/slices/norm_1-104089-A-22_1000ms_2000ms.wav,other,6,data/features/logmel_2d/norm_1-104089-A-22_1000ms_2000ms_mel64_f100.npy,data/features/agg_1d/norm_1-104089-A-22_1000ms_2000ms_agg.npy,64,100,16000,25.0,10.0,val
data/processed/slices/norm_1-104089-A-22_1500ms_2500ms.wav,other,6,data/features/logmel_2d/norm_1-104089-A-22_1500ms_2500ms_mel64_f100.npy,data/features/agg_1d/norm_1-104089-A-22_1500ms_2500ms_agg.npy,64,100,16000,25.0,10.0,val
