slice_path,label,sr,start_sec,end_sec,source,split_hint,parent_id
data/processed/slices/norm_1-101336-A-30_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-101336-A
data/processed/slices/norm_1-101404-A-34_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-101404-A
data/processed/slices/norm_1-101404-A-34_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-101404-A
data/processed/slices/norm_1-101404-A-34_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-101404-A
data/processed/slices/norm_1-101404-A-34_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-101404-A
data/processed/slices/norm_1-101404-A-34_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-101404-A
data/processed/slices/norm_1-101404-A-34_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-101404-A
data/processed/slices/norm_1-101404-A-34_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-101404-A
data/processed/slices/norm_1-101404-A-34_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-101404-A
data/processed/slices/norm_1-101404-A-34_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-101404-A
data/processed/slices/norm_1-103298-A-9_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-103298-A
data/processed/slices/norm_1-103298-A-9_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-103298-A
data/processed/slices/norm_1-103298-A-9_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-103298-A
data/processed/slices/norm_1-103298-A-9_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-103298-A
data/processed/slices/norm_1-103298-A-9_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-103298-A
data/processed/slices/norm_1-103298-A-9_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-103298-A
data/processed/slices/norm_1-103298-A-9_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-103298-A
data/processed/slices/norm_1-103298-A-9_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-103298-A
data/processed/slices/norm_1-103298-A-9_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-103298-A
data/processed/slices/norm_1-103995-A-30_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-103995-A
data/processed/slices/norm_1-103995-A-30_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-103995-A
data/processed/slices/norm_1-103995-A-30_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-103995-A
data/processed/slices/norm_1-103995-A-30_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-103995-A
data/processed/slices/norm_1-103995-A-30_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-103995-A
data/processed/slices/norm_1-103995-A-30_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-103995-A
data/processed/slices/norm_1-103995-A-30_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-103995-A
data/processed/slices/norm_1-103995-A-30_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-103995-A
data/processed/slices/norm_1-103995-A-30_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-103995-A
data/processed/slices/norm_1-103999-A-30_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-103999-A
data/processed/slices/norm_1-103999-A-30_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-103999-A
data/processed/slices/norm_1-103999-A-30_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-103999-A
data/processed/slices/norm_1-103999-A-30_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-103999-A
data/processed/slices/norm_1-103999-A-30_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-103999-A
data/processed/slices/norm_1-103999-A-30_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-103999-A
data/processed/slices/norm_1-103999-A-30_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-103999-A
data/processed/slices/norm_1-103999-A-30_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-103999-A
data/processed/slices/norm_1-103999-A-30_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-103999-A
data/processed/slices/norm_1-104089-A-22_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-104089-A
data/processed/slices/norm_1-104089-A-22_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-104089-A
data/processed/slices/norm_1-104089-A-22_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-104089-A
data/processed/slices/norm_1-104089-A-22_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-104089-A
data/processed/slices/norm_1-104089-A-22_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-104089-A
data/processed/slices/norm_1-104089-A-22_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-104089-A
data/processed/slices/norm_1-104089-A-22_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-104089-A
data/processed/slices/norm_1-104089-A-22_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-104089-A
data/processed/slices/norm_1-104089-A-22_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-104089-A
data/processed/slices/norm_1-104089-B-22_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-104089-B
data/processed/slices/norm_1-104089-B-22_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-104089-B
data/processed/slices/norm_1-104089-B-22_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-104089-B
data/processed/slices/norm_1-104089-B-22_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-104089-B
data/processed/slices/norm_1-104089-B-22_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-104089-B
data/processed/slices/norm_1-104089-B-22_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-104089-B
data/processed/slices/norm_1-104089-B-22_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-104089-B
data/processed/slices/norm_1-104089-B-22_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-104089-B
data/processed/slices/norm_1-104089-B-22_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-104089-B
data/processed/slices/norm_1-105224-A-22_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-105224-A
data/processed/slices/norm_1-105224-A-22_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-105224-A
data/processed/slices/norm_1-105224-A-22_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-105224-A
data/processed/slices/norm_1-105224-A-22_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-105224-A
data/processed/slices/norm_1-105224-A-22_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-105224-A
data/processed/slices/norm_1-105224-A-22_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-105224-A
data/processed/slices/norm_1-105224-A-22_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-105224-A
data/processed/slices/norm_1-105224-A-22_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-105224-A
data/processed/slices/norm_1-105224-A-22_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-105224-A
data/processed/slices/norm_1-110389-A-0_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-110389-A
data/processed/slices/norm_1-110389-A-0_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-110389-A
data/processed/slices/norm_1-110389-A-0_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-110389-A
data/processed/slices/norm_1-110389-A-0_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-110389-A
data/processed/slices/norm_1-110389-A-0_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-110389-A
data/processed/slices/norm_1-110389-A-0_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-110389-A
data/processed/slices/norm_1-110389-A-0_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-110389-A
data/processed/slices/norm_1-110389-A-0_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-110389-A
data/processed/slices/norm_1-110389-A-0_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-110389-A
data/processed/slices/norm_1-110537-A-22_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-110537-A
data/processed/slices/norm_1-110537-A-22_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-110537-A
data/processed/slices/norm_1-110537-A-22_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-110537-A
data/processed/slices/norm_1-110537-A-22_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-110537-A
data/processed/slices/norm_1-110537-A-22_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-110537-A
data/processed/slices/norm_1-110537-A-22_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-110537-A
data/processed/slices/norm_1-110537-A-22_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-110537-A
data/processed/slices/norm_1-110537-A-22_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-110537-A
data/processed/slices/norm_1-110537-A-22_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-110537-A
data/processed/slices/norm_1-115521-A-19_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-115521-A
data/processed/slices/norm_1-115521-A-19_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-115521-A
data/processed/slices/norm_1-115521-A-19_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-115521-A
data/processed/slices/norm_1-115521-A-19_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-115521-A
data/processed/slices/norm_1-115521-A-19_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-115521-A
data/processed/slices/norm_1-115521-A-19_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-115521-A
data/processed/slices/norm_1-115521-A-19_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-115521-A
data/processed/slices/norm_1-115521-A-19_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-115521-A
data/processed/slices/norm_1-115521-A-19_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-115521-A
data/processed/slices/norm_1-115545-A-48_0ms_1000ms.wav,impulse_bang,16000,0.0,1.0,esc50,1,1-115545-A
data/processed/slices/norm_1-115545-A-48_500ms_1500ms.wav,impulse_bang,16000,0.5,1.5,esc50,1,1-115545-A
data/processed/slices/norm_1-115545-A-48_1000ms_2000ms.wav,impulse_bang,16000,1.0,2.0,esc50,1,1-115545-A
data/processed/slices/norm_1-115545-A-48_1500ms_2500ms.wav,impulse_bang,16000,1.5,2.5,esc50,1,1-115545-A
data/processed/slices/norm_1-115545-A-48_2000ms_3000ms.wav,impulse_bang,16000,2.0,3.0,esc50,1,1-115545-A
data/processed/slices/norm_1-115545-A-48_2500ms_3500ms.wav,impulse_bang,16000,2.5,3.5,esc50,1,1-115545-A
data/processed/slices/norm_1-115545-A-48_3000ms_4000ms.wav,impulse_bang,16000,3.0,4.0,esc50,1,1-115545-A
data/processed/slices/norm_1-115545-A-48_3500ms_4500ms.wav,impulse_bang,16000,3.5,4.5,esc50,1,1-115545-A
data/processed/slices/norm_1-115545-A-48_4000ms_5000ms.wav,impulse_bang,16000,4.0,5.0,esc50,1,1-115545-A
data/processed/slices/norm_1-115545-B-48_0ms_1000ms.wav,impulse_bang,16000,0.0,1.0,esc50,1,1-115545-B
data/processed/slices/norm_1-115545-B-48_500ms_1500ms.wav,impulse_bang,16000,0.5,1.5,esc50,1,1-115545-B
data/processed/slices/norm_1-115545-B-48_1000ms_2000ms.wav,impulse_bang,16000,1.0,2.0,esc50,1,1-115545-B
data/processed/slices/norm_1-115545-B-48_1500ms_2500ms.wav,impulse_bang,16000,1.5,2.5,esc50,1,1-115545-B
data/processed/slices/norm_1-115545-B-48_2000ms_3000ms.wav,impulse_bang,16000,2.0,3.0,esc50,1,1-115545-B
data/processed/slices/norm_1-115545-B-48_2500ms_3500ms.wav,impulse_bang,16000,2.5,3.5,esc50,1,1-115545-B
data/processed/slices/norm_1-115545-B-48_3000ms_4000ms.wav,impulse_bang,16000,3.0,4.0,esc50,1,1-115545-B
data/processed/slices/norm_1-115545-B-48_3500ms_4500ms.wav,impulse_bang,16000,3.5,4.5,esc50,1,1-115545-B
data/processed/slices/norm_1-115545-B-48_4000ms_5000ms.wav,impulse_bang,16000,4.0,5.0,esc50,1,1-115545-B
data/processed/slices/norm_1-115545-C-48_0ms_1000ms.wav,impulse_bang,16000,0.0,1.0,esc50,1,1-115545-C
data/processed/slices/norm_1-115545-C-48_500ms_1500ms.wav,impulse_bang,16000,0.5,1.5,esc50,1,1-115545-C
data/processed/slices/norm_1-115545-C-48_1000ms_2000ms.wav,impulse_bang,16000,1.0,2.0,esc50,1,1-115545-C
data/processed/slices/norm_1-115545-C-48_1500ms_2500ms.wav,impulse_bang,16000,1.5,2.5,esc50,1,1-115545-C
data/processed/slices/norm_1-115545-C-48_2000ms_3000ms.wav,impulse_bang,16000,2.0,3.0,esc50,1,1-115545-C
data/processed/slices/norm_1-115545-C-48_2500ms_3500ms.wav,impulse_bang,16000,2.5,3.5,esc50,1,1-115545-C
data/processed/slices/norm_1-115545-C-48_3000ms_4000ms.wav,impulse_bang,16000,3.0,4.0,esc50,1,1-115545-C
data/processed/slices/norm_1-115545-C-48_3500ms_4500ms.wav,impulse_bang,16000,3.5,4.5,esc50,1,1-115545-C
data/processed/slices/norm_1-115545-C-48_4000ms_5000ms.wav,impulse_bang,16000,4.0,5.0,esc50,1,1-115545-C
data/processed/slices/norm_1-115546-A-48_0ms_1000ms.wav,impulse_bang,16000,0.0,1.0,esc50,1,1-115546-A
data/processed/slices/norm_1-115546-A-48_500ms_1500ms.wav,impulse_bang,16000,0.5,1.5,esc50,1,1-115546-A
data/processed/slices/norm_1-115546-A-48_1000ms_2000ms.wav,impulse_bang,16000,1.0,2.0,esc50,1,1-115546-A
data/processed/slices/norm_1-115546-A-48_1500ms_2500ms.wav,impulse_bang,16000,1.5,2.5,esc50,1,1-115546-A
data/processed/slices/norm_1-115546-A-48_2000ms_3000ms.wav,impulse_bang,16000,2.0,3.0,esc50,1,1-115546-A
data/processed/slices/norm_1-115546-A-48_2500ms_3500ms.wav,impulse_bang,16000,2.5,3.5,esc50,1,1-115546-A
data/processed/slices/norm_1-115546-A-48_3000ms_4000ms.wav,impulse_bang,16000,3.0,4.0,esc50,1,1-115546-A
data/processed/slices/norm_1-115546-A-48_3500ms_4500ms.wav,impulse_bang,16000,3.5,4.5,esc50,1,1-115546-A
data/processed/slices/norm_1-115546-A-48_4000ms_5000ms.wav,impulse_bang,16000,4.0,5.0,esc50,1,1-115546-A
data/processed/slices/norm_1-115920-A-22_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-115920-A
data/processed/slices/norm_1-115920-A-22_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-115920-A
data/processed/slices/norm_1-115920-A-22_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-115920-A
data/processed/slices/norm_1-115920-A-22_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-115920-A
data/processed/slices/norm_1-115920-A-22_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-115920-A
data/processed/slices/norm_1-115920-A-22_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-115920-A
data/processed/slices/norm_1-115920-A-22_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-115920-A
data/processed/slices/norm_1-115920-A-22_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-115920-A
data/processed/slices/norm_1-115920-A-22_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-115920-A
data/processed/slices/norm_1-115920-B-22_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-115920-B
data/processed/slices/norm_1-115920-B-22_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-115920-B
data/processed/slices/norm_1-115920-B-22_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-115920-B
data/processed/slices/norm_1-115920-B-22_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-115920-B
data/processed/slices/norm_1-115920-B-22_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-115920-B
data/processed/slices/norm_1-115920-B-22_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-115920-B
data/processed/slices/norm_1-115920-B-22_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-115920-B
data/processed/slices/norm_1-115920-B-22_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-115920-B
data/processed/slices/norm_1-115920-B-22_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-115920-B
data/processed/slices/norm_1-115921-A-22_0ms_1000ms.wav,other,16000,0.0,1.0,esc50,1,1-115921-A
data/processed/slices/norm_1-115921-A-22_500ms_1500ms.wav,other,16000,0.5,1.5,esc50,1,1-115921-A
data/processed/slices/norm_1-115921-A-22_1000ms_2000ms.wav,other,16000,1.0,2.0,esc50,1,1-115921-A
data/processed/slices/norm_1-115921-A-22_1500ms_2500ms.wav,other,16000,1.5,2.5,esc50,1,1-115921-A
data/processed/slices/norm_1-115921-A-22_2000ms_3000ms.wav,other,16000,2.0,3.0,esc50,1,1-115921-A
data/processed/slices/norm_1-115921-A-22_2500ms_3500ms.wav,other,16000,2.5,3.5,esc50,1,1-115921-A
data/processed/slices/norm_1-115921-A-22_3000ms_4000ms.wav,other,16000,3.0,4.0,esc50,1,1-115921-A
data/processed/slices/norm_1-115921-A-22_3500ms_4500ms.wav,other,16000,3.5,4.5,esc50,1,1-115921-A
data/processed/slices/norm_1-115921-A-22_4000ms_5000ms.wav,other,16000,4.0,5.0,esc50,1,1-115921-A
data/processed/slices/norm_1-116765-A-41_0ms_1000ms.wav,construction,16000,0.0,1.0,esc50,1,1-116765-A
data/processed/slices/norm_1-116765-A-41_500ms_1500ms.wav,construction,16000,0.5,1.5,esc50,1,1-116765-A
data/processed/slices/norm_1-116765-A-41_1000ms_2000ms.wav,construction,16000,1.0,2.0,esc50,1,1-116765-A
data/processed/slices/norm_1-116765-A-41_1500ms_2500ms.wav,construction,16000,1.5,2.5,esc50,1,1-116765-A
data/processed/slices/norm_1-116765-A-41_2000ms_3000ms.wav,construction,16000,2.0,3.0,esc50,1,1-116765-A
data/processed/slices/norm_1-116765-A-41_2500ms_3500ms.wav,construction,16000,2.5,3.5,esc50,1,1-116765-A
data/processed/slices/norm_1-116765-A-41_3000ms_4000ms.wav,construction,16000,3.0,4.0,esc50,1,1-116765-A
data/processed/slices/norm_1-116765-A-41_3500ms_4500ms.wav,construction,16000,3.5,4.5,esc50,1,1-116765-A
data/processed/slices/norm_1-116765-A-41_4000ms_5000ms.wav,construction,16000,4.0,5.0,esc50,1,1-116765-A
data/processed/slices/norm_1-11687-A-47_0ms_1000ms.wav,engine,16000,0.0,1.0,esc50,1,1-11687-A
data/processed/slices/norm_1-11687-A-47_500ms_1500ms.wav,engine,16000,0.5,1.5,esc50,1,1-11687-A
data/processed/slices/norm_1-11687-A-47_1000ms_2000ms.wav,engine,16000,1.0,2.0,esc50,1,1-11687-A
data/processed/slices/norm_1-11687-A-47_1500ms_2500ms.wav,engine,16000,1.5,2.5,esc50,1,1-11687-A
data/processed/slices/norm_1-11687-A-47_2000ms_3000ms.wav,engine,16000,2.0,3.0,esc50,1,1-11687-A
data/processed/slices/norm_1-11687-A-47_2500ms_3500ms.wav,engine,16000,2.5,3.5,esc50,1,1-11687-A
data/processed/slices/norm_1-11687-A-47_3000ms_4000ms.wav,engine,16000,3.0,4.0,esc50,1,1-11687-A
data/processed/slices/norm_1-11687-A-47_3500ms_4500ms.wav,engine,16000,3.5,4.5,esc50,1,1-11687-A
